2023-09-25 11:20:38,C4:5B:BE:E4:FD:71,T103t,2,23.8,[26.75,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.25,26.5,26.25,26.25,26.25,26.25,26.5,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.5,26.25,26.25,26.25,26.25]
2023-09-25 11:21:23,C4:5B:BE:E4:FD:71,T103t,2,23.8,[24.25,24.25,24.25,24.25,24.0,24.25,24.25,24.25,24.0,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.0,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25]
2023-09-25 11:21:57,C4:5B:BE:E4:FD:71,T103,2,23.8,[24.5,24.25,24.25,24.5,24.5,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.5,24.25,24.25,24.25,24.5,24.25,24.25,24.5,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.5,24.25]
2023-09-25 11:26:29,C4:5B:BE:E4:FD:71,T101,2,23.8,[24.5,24.5,24.5,24.5,24.5,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.5,24.5,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25]
2023-09-25 11:34:03,C4:5B:BE:E4:FD:71,T102,2,23.8,[24.5,24.5,24.25,24.25,24.25,24.5,24.5,24.25,24.5,24.25,24.5,24.25,24.5,24.25,24.25,24.5,24.5,24.5,24.5,24.5,24.25,24.5,24.5,24.25,24.25,24.5,24.25,24.25,24.25,24.25]
2023-09-25 11:39:56,C4:5B:BE:E4:FD:71,T104,2,23.9,[24.5,24.5,24.5,24.5,24.25,24.25,24.25,24.5,24.5,24.25,24.5,24.25,24.5,24.5,24.5,24.25,24.5,24.25,24.5,24.5,24.75,24.5,24.5,24.25,24.25,24.25,24.5,24.5,24.25,24.5]
2023-09-25 11:42:14,C4:5B:BE:E4:FD:71,T105,2,23.9,[24.0,24.0,24.0,24.0,24.0,24.25,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.25,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.25,24.0,24.25]
2023-09-25 11:44:31,C4:5B:BE:E4:FD:71,T106,2,23.9,[24.75,24.75,24.75,24.75,24.75,24.75,24.5,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75]
2023-09-25 11:46:58,C4:5B:BE:E4:FD:71,T107,2,23.9,[24.25,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.25,24.0,24.0,24.0,24.25,24.0,24.0,24.0,24.0,24.25,24.0,24.25,24.25,24.0]
2023-09-25 11:52:14,C4:5B:BE:E4:FD:71,T108,2,24.0,[24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.5,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.5,24.75,24.75,24.75,24.75,24.75,24.75]
2023-09-25 11:55:49,C4:5B:BE:E4:FD:71,T109,2,24.0,[25.0,25.0,24.75,25.0,25.0,24.75,25.0,24.75,25.0,24.75,24.75,25.0,25.0,25.0,24.75,24.75,25.0,25.0,25.0,25.0,24.75,24.75,24.75,24.75,25.0,25.0,24.75,25.0,24.75,24.75]
2023-09-25 11:56:28,C4:5B:BE:E4:FD:71,T110,2,24.0,[24.75,25.0,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.5,24.75,24.75,24.75,24.75,24.75,24.75,24.5,24.75,24.5,24.75,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5]
2023-09-25 11:58:26,C4:5B:BE:E4:FD:71,T111,2,24.0,[24.75,24.75,24.75,24.75,24.75,25.0,25.0,25.0,24.75,24.75,25.0,25.0,24.75,25.0,25.0,25.0,25.0,25.0,24.75,24.75,24.75,24.75,25.0,25.0,24.75,24.75,24.75,24.75,24.75,24.75]
2023-09-25 12:02:00,C4:5B:BE:E4:FD:71,T112,2,24.3,[25.0,25.0,24.75,24.75,25.0,24.75,24.75,24.75,25.0,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,25.0,25.0,25.0,24.75,24.75,24.75,24.75,25.0,24.75,24.75,24.75,24.75,24.75]
2023-09-25 12:03:49,C4:5B:BE:E4:FD:71,T113,2,24.3,[25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0]
2023-09-25 12:05:34,C4:5B:BE:E4:FD:71,T114,2,24.4,[25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.75,25.0,25.0,25.0]
2023-09-25 12:07:26,C4:5B:BE:E4:FD:71,T115,2,24.3,[25.25,25.25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0]
