Filenames_filename,Data_group,Data_remarks,Data_plant_id,Data_leaftype,SysObs_obs,SysObs_time,SysObs_elapsed,SysObs_date,SysObs_hhmmss,GasEx_Emm,GasEx_A,GasEx_Ca,GasEx_Ci,GasEx_gsw,GasEx_TleafCnd,GasEx_RHcham,GasEx_VPcham,GasEx_VPDleaf,FLR_Fv/Fm,FLR_A_dark,FLR_A_fs,FLR_ETR,FLR_NPQ,FLR_Fv'/Fm',LeafQ_Qin,Meas_CO2_r,Meas_Pa,Meas_Tair,Meas_Tleaf
2024-03-20-1207_logdata_lvl2,group2,"12:28:59 last 6 pts reference, 12:29:39 lvl2_cont, 12:29:41 lvl2_cont, 12:29:45 lvl2_cont, 12:29:46 lvl2_cont, 12:29:46 lvl2_cont, 12:29:48 lvl2_cont, 12:29:51 lvl2_cont",2,Control,1,1710963139,0,2024-03-20T19:32:19Z,12:32:19,0.88,2.68,333.46,230.31,0.05,30.11,64.23,2.64,1.64,0.76,-0.161653892,2.68,24.21,0.85,0.63,699.98,336.27,88.37,29.41,28.54
2024-03-20-1207_logdata_lvl2,group2,"12:28:59 last 6 pts reference, 12:29:39 lvl2_cont, 12:29:41 lvl2_cont, 12:29:45 lvl2_cont, 12:29:46 lvl2_cont, 12:29:46 lvl2_cont, 12:29:48 lvl2_cont, 12:29:51 lvl2_cont",2,Control,2,1710963197,58,2024-03-20T19:33:17Z,12:33:17,0.9,2.87,333.1,224.42,0.05,30.27,63.9,2.66,1.67,0.76,-0.161653892,2.87,30.77,1.12,0.6,699.99,336.01,88.37,29.58,28.86
2024-03-20-1207_logdata_lvl2,group2,"12:28:59 last 6 pts reference, 12:29:39 lvl2_cont, 12:29:41 lvl2_cont, 12:29:45 lvl2_cont, 12:29:46 lvl2_cont, 12:29:46 lvl2_cont, 12:29:48 lvl2_cont, 12:29:51 lvl2_cont",2,Control,3,1710963261,122,2024-03-20T19:34:21Z,12:34:21,0.92,2.77,332.7,226.82,0.05,30.41,63.19,2.65,1.71,0.76,-0.161653892,2.77,34.18,1.27,0.58,700,336.08,88.37,29.73,29.04
2024-03-20-1207_logdata_lvl2,group2,"12:28:59 last 6 pts reference, 12:29:39 lvl2_cont, 12:29:41 lvl2_cont, 12:29:45 lvl2_cont, 12:29:46 lvl2_cont, 12:29:46 lvl2_cont, 12:29:48 lvl2_cont, 12:29:51 lvl2_cont",2,Control,4,1710963329,190,2024-03-20T19:35:29Z,12:35:29,0.96,2.9,333.25,224.61,0.05,30.56,62.51,2.65,1.75,0.76,-0.161653892,2.9,35.68,1.37,0.57,700,336.6,88.37,29.89,29.21
2024-03-20-1207_logdata_lvl2,group2,"12:28:59 last 6 pts reference, 12:29:39 lvl2_cont, 12:29:41 lvl2_cont, 12:29:45 lvl2_cont, 12:29:46 lvl2_cont, 12:29:46 lvl2_cont, 12:29:48 lvl2_cont, 12:29:51 lvl2_cont",2,Control,5,1710963426,287,2024-03-20T19:37:06Z,12:37:06,0.98,2.87,333.78,224.66,0.05,30.74,61.72,2.64,1.8,0.76,-0.161653892,2.87,37.16,1.44,0.57,699.97,337.04,88.37,30.08,29.44
2024-03-20-1207_logdata_lvl2,group2,"12:28:59 last 6 pts reference, 12:29:39 lvl2_cont, 12:29:41 lvl2_cont, 12:29:45 lvl2_cont, 12:29:46 lvl2_cont, 12:29:46 lvl2_cont, 12:29:48 lvl2_cont, 12:29:51 lvl2_cont",2,Control,6,1710963539,400,2024-03-20T19:38:59Z,12:38:59,0.86,2.72,338.5,220.29,0.04,30.99,61.85,2.68,1.83,0.76,-0.161653892,2.72,38.14,1.49,0.56,700.03,337.5,88.37,30.28,29.68
2024-03-20-1207_logdata_lvl2,group3,"12:46:41 lvl2_trt, 12:46:42 lvl2_trt",2,Treatment,1,1710964016,0,2024-03-20T19:46:56Z,12:46:56,0.99,2.92,333.8,213.35,0.04,31.59,59.68,2.68,1.98,0.76,-0.161653892,2.92,39.56,1.19,0.59,700.02,336.99,88.36,30.93,30.33
2024-03-20-1207_logdata_lvl2,group3,"12:46:41 lvl2_trt, 12:46:42 lvl2_trt",2,Treatment,2,1710964090,74,2024-03-20T19:48:10Z,12:48:10,0.95,3.08,332.26,199.65,0.04,31.73,59.57,2.7,2.01,0.76,-0.161653892,3.08,43.59,1.38,0.57,700,335.64,88.36,31.06,30.5
2024-03-20-1207_logdata_lvl2,group3,"12:46:41 lvl2_trt, 12:46:42 lvl2_trt",2,Treatment,3,1710964155,139,2024-03-20T19:49:15Z,12:49:15,0.95,2.93,332.39,203.13,0.04,31.84,59.08,2.69,2.04,0.76,-0.161653892,2.93,44.9,1.48,0.56,699.97,335.59,88.36,31.17,30.64
2024-03-20-1207_logdata_lvl2,group3,"12:46:41 lvl2_trt, 12:46:42 lvl2_trt",2,Treatment,4,1710964243,227,2024-03-20T19:50:43Z,12:50:43,0.89,2.75,332.55,200.19,0.04,32.01,58.42,2.68,2.09,0.76,-0.161653892,2.75,45.12,1.55,0.55,700,335.51,88.36,31.31,30.82
2024-03-20-1207_logdata_lvl2,group3,"12:46:41 lvl2_trt, 12:46:42 lvl2_trt",2,Treatment,5,1710964316,300,2024-03-20T19:51:56Z,12:51:56,0.87,2.7,332.2,197.3,0.04,32.12,58.11,2.68,2.12,0.76,-0.161653892,2.7,44.82,1.6,0.55,700,335.35,88.36,31.42,30.95
2024-03-20-1207_logdata_lvl2,group3,"12:46:41 lvl2_trt, 12:46:42 lvl2_trt",2,Treatment,6,1710964406,390,2024-03-20T19:53:26Z,12:53:26,0.83,2.67,332.57,191.36,0.03,32.25,57.77,2.69,2.16,0.76,-0.161653892,2.67,44.77,1.63,0.55,699.98,335.49,88.35,31.53,31.09
2024-03-20-1254_logdata_lvl3,group1,NA,3,Control,1,1710964762,0,2024-03-20T19:59:22Z,12:59:22,-0.47,13.12,457.68,1507.89,-0.02,32.54,62.16,2.85,2.07,0.76,-0.161653892,13.12,-635.15,3979.89,0,700.01,449.02,88.32,31.28,31.86
2024-03-20-1254_logdata_lvl3,group1,13:07:22 lvl3_cnt,3,Control,2,1710966541,1779,2024-03-20T20:29:01Z,13:29:01,0.64,0.34,334.46,293.95,0.02,34.53,56.05,2.97,2.53,0.76,-0.161653892,0.34,18.77,1.18,0.59,699.99,336.63,88.29,33.86,32.97
2024-03-20-1254_logdata_lvl3,group1,"13:07:22 lvl3_cnt, 13:30:13 lvl3 all bad before this, 13:30:36 lvl3_cont",3,Control,3,1710966643,1881,2024-03-20T20:30:43Z,13:30:43,0.6,0.95,332.69,241.44,0.02,34.68,55.91,2.99,2.56,0.76,-0.161653892,0.95,25.58,1.33,0.58,699.96,333.8,88.28,34.01,33.2
2024-03-20-1254_logdata_lvl3,group1,"13:07:22 lvl3_cnt, 13:30:13 lvl3 all bad before this, 13:30:36 lvl3_cont",3,Control,4,1710966730,1968,2024-03-20T20:32:10Z,13:32:10,0.58,0.69,331.9,257.9,0.02,34.79,54.9,2.95,2.63,0.76,-0.161653892,0.69,27.15,1.4,0.57,700.03,331.19,88.28,34.1,33.33
2024-03-20-1254_logdata_lvl3,group1,"13:07:22 lvl3_cnt, 13:30:13 lvl3 all bad before this, 13:30:36 lvl3_cont",3,Control,5,1710966786,2024,2024-03-20T20:33:06Z,13:33:06,0.6,0.74,332.56,256.44,0.02,34.84,55.56,3,2.6,0.76,-0.161653892,0.74,28.05,1.43,0.57,699.98,334,88.28,34.17,33.41
2024-03-20-1254_logdata_lvl3,group1,"13:07:22 lvl3_cnt, 13:30:13 lvl3 all bad before this, 13:30:36 lvl3_cont",3,Control,6,1710966898,2136,2024-03-20T20:34:58Z,13:34:58,0.57,0.91,332.29,239.12,0.02,34.92,55.38,3,2.63,0.76,-0.161653892,0.91,28.59,1.48,0.56,699.99,332.84,88.28,34.24,33.49
2024-03-20-1254_logdata_lvl3,group2,"13:37:47 lvl3_ref, 13:37:48 lvl3_ref",3,Reference,1,1710967458,0,2024-03-20T20:44:18Z,13:44:18,0.55,-0.22,336.62,340.11,0.02,35,53.05,2.88,2.76,0.76,-0.161653892,-0.22,21,1.57,0.55,700.03,337.71,88.27,34.3,34.03
2024-03-20-1254_logdata_lvl3,group2,"13:37:47 lvl3_ref, 13:37:48 lvl3_ref",3,Reference,2,1710967525,67,2024-03-20T20:45:25Z,13:45:25,0.52,0.18,335.38,300.67,0.02,35.04,53.25,2.9,2.76,0.76,-0.161653892,0.18,21.3,1.58,0.55,699.97,336.27,88.26,34.34,34.09
2024-03-20-1254_logdata_lvl3,group2,"13:37:47 lvl3_ref, 13:37:48 lvl3_ref",3,Reference,3,1710967614,156,2024-03-20T20:46:54Z,13:46:54,0.5,0.74,336.53,242.53,0.02,35.05,52.18,2.84,2.82,0.76,-0.161653892,0.74,21.48,1.6,0.55,699.95,334.89,88.26,34.34,34.08
2024-03-20-1254_logdata_lvl3,group2,"13:37:47 lvl3_ref, 13:37:48 lvl3_ref",3,Reference,4,1710967700,242,2024-03-20T20:48:20Z,13:48:20,0.48,-0.58,334.03,379.14,0.01,35.06,52.77,2.87,2.79,0.76,-0.161653892,-0.58,21.58,1.61,0.55,699.99,334.79,88.26,34.34,34.09
2024-03-20-1254_logdata_lvl3,group2,"13:37:47 lvl3_ref, 13:37:48 lvl3_ref",3,Reference,5,1710967788,330,2024-03-20T20:49:48Z,13:49:48,0.56,0.2,337.37,301.17,0.02,35.03,52.29,2.85,2.81,0.76,-0.161653892,0.2,21.02,1.62,0.55,699.98,338.64,88.26,34.35,34.07
2024-03-20-1254_logdata_lvl3,group2,"13:37:47 lvl3_ref, 13:37:48 lvl3_ref",3,Reference,6,1710967860,402,2024-03-20T20:51:00Z,13:51:00,0.59,0.45,339.58,280.79,0.02,35.02,51.12,2.78,2.87,0.76,-0.161653892,0.45,21.5,1.63,0.55,700.03,338.41,88.26,34.34,34.05
2024-03-20-1254_logdata_lvl3,group3,13:52:23 lvl3_trt,3,Treatment,1,1710968103,0,2024-03-20T20:55:03Z,13:55:03,0.59,0.82,340.17,250.6,0.02,34.78,51.72,2.78,2.8,0.76,-0.161653892,0.82,15.56,1.71,0.54,700.05,341.57,88.25,34.1,32.73
2024-03-20-1254_logdata_lvl3,group3,13:52:23 lvl3_trt,3,Treatment,2,1710968184,81,2024-03-20T20:56:24Z,13:56:24,0.49,1.1,337.21,205.7,0.02,34.89,52.61,2.84,2.77,0.76,-0.161653892,1.1,18.96,1.83,0.53,699.97,338.44,88.25,34.17,32.9
2024-03-20-1254_logdata_lvl3,group3,13:52:23 lvl3_trt,3,Treatment,3,1710968254,151,2024-03-20T20:57:34Z,13:57:34,0.53,0.88,339.47,233.92,0.02,34.9,51.46,2.78,2.84,0.76,-0.161653892,0.88,19.36,1.9,0.52,700.02,340.17,88.25,34.2,32.91
2024-03-20-1254_logdata_lvl3,group3,13:52:23 lvl3_trt,3,Treatment,4,1710968333,230,2024-03-20T20:58:53Z,13:58:53,0.48,1.42,337.8,164.32,0.01,34.91,51.86,2.8,2.82,0.76,-0.161653892,1.42,20.34,1.94,0.52,700.01,339.32,88.25,34.19,32.95
2024-03-20-1254_logdata_lvl3,group3,13:52:23 lvl3_trt,3,Treatment,5,1710968410,307,2024-03-20T21:00:10Z,14:00:10,0.54,1.11,340.12,212.86,0.02,34.89,51.26,2.77,2.85,0.76,-0.161653892,1.11,20.77,1.98,0.52,700.04,340.99,88.24,34.19,32.95
2024-03-20-1254_logdata_lvl3,group3,13:52:23 lvl3_trt,3,Treatment,6,1710968457,354,2024-03-20T21:00:57Z,14:00:57,0.49,0.31,339.23,288.35,0.01,34.92,51.46,2.78,2.84,0.76,-0.161653892,0.31,20.65,2.01,0.51,699.96,340.97,88.24,34.21,32.98
2024-03-20-1254_logdata_lvl3,group3,13:52:23 lvl3_trt,3,Treatment,7,1710968509,406,2024-03-20T21:01:49Z,14:01:49,0.53,0.94,341.16,229.01,0.02,34.89,50.8,2.74,2.87,0.76,-0.161653892,0.94,21.4,2.02,0.51,699.95,341.75,88.24,34.19,32.95
