Filenames_filename,Data_group,Data_remarks,Data_plant_id,Data_leaftype,SysObs_obs,SysObs_time,SysObs_elapsed,SysObs_date,SysObs_hhmmss,GasEx_Emm,GasEx_A,GasEx_Ca,GasEx_Ci,GasEx_gsw,GasEx_TleafCnd,GasEx_RHcham,GasEx_VPcham,GasEx_VPDleaf,FLR_Fv/Fm,FLR_A_dark,FLR_A_fs,FLR_ETR,FLR_NPQ,FLR_Fv'/Fm',LeafQ_Qin,Meas_CO2_r,Meas_Pa,Meas_Tair,Meas_Tleaf
2023-11-17-1144_logdata-tc-heat,group3,"12:24:04 tc-con, 12:24:05 tc-con",2,Control,3,1700253381,127,2023-11-17T19:36:21Z,12:36:21,1.09671202,3.59811921,296.7671681,239.227006,0.11146384,28.7522,68.3828463,3.09723739,0.86722616,0.80043795,-0.359218189,3.59811921,43.64375506,1.39894505,0.6257448,499.97025,300.590375,88.59511875,31.0694,28.7522
2023-11-17-1144_logdata-tc-heat,group3,"12:24:04 tc-con, 12:24:05 tc-con",2,Control,4,1700253414,160,2023-11-17T19:36:54Z,12:36:54,1.05544682,3.65510067,296.9865802,234.5331756,0.10363216,28.87655333,68.21161686,3.09775726,0.89537609,0.80043795,-0.359218189,3.65510067,44.71721845,1.42422133,0.62328699,499.9758,300.4624,88.5943,31.11634667,28.87655333
2023-11-17-1144_logdata-tc-heat,group3,"12:24:04 tc-con, 12:24:05 tc-con",2,Control,5,1700253447,193,2023-11-17T19:37:27Z,12:37:27,1.02879588,3.41533622,300.0215816,238.6307018,0.09878761,28.92463333,67.96591908,3.09006255,0.91420406,0.80043795,-0.359218189,3.41533622,44.97043986,1.45213125,0.62059542,499.9769333,303.0566667,88.5932,31.13603333,28.92463333
2023-11-17-1144_logdata-tc-heat,group3,"12:24:04 tc-con, 12:24:05 tc-con",2,Control,6,1700253495,241,2023-11-17T19:38:15Z,12:38:15,0.96371543,3.12103132,298.0251707,237.8569031,0.09208434,28.93251875,67.85870264,3.08928017,0.91681495,0.80043795,-0.359218189,3.12103132,45.87372671,1.47074196,0.61881353,500.056375,301.0216875,88.591525,31.15930625,28.93251875
2023-11-17-1144_logdata-tc-heat,group4,"12:31:51 tc-con2, 12:31:51 tc-con2",2,Bad,1,1700253639,0,2023-11-17T19:40:39Z,12:40:39,0.78052063,1.70205548,308.9973034,264.1947372,0.07006807,29.0809875,67.30843922,3.07154017,0.96911871,0.80043795,-0.359218189,1.70205548,33.69563974,1.36488008,0.62908804,499.967375,311.5801875,88.5829125,31.20115625,29.0809875
2023-11-17-1144_logdata-tc-heat,group5,"12:34:04 tc-trt, 12:34:05 tc-trt",2,Testing,1,1700253964,0,2023-11-17T19:46:04Z,12:46:04,0.91888937,3.02359203,295.8835837,232.529035,0.0843606,29.06158667,67.61682932,3.0845822,0.95154542,0.80043795,-0.359218189,3.02359203,35.37850586,1.12626647,0.65354675,500.0057333,298.7358667,88.56822667,31.19528667,29.06158667
2023-11-17-1144_logdata-tc-heat,group5,"12:34:04 tc-trt, 12:34:05 tc-trt",2,Testing,2,1700254006,42,2023-11-17T19:46:46Z,12:46:46,0.88809151,3.03938555,295.2686711,226.2708085,0.07743055,29.25070625,67.32649442,3.08085135,0.99963659,0.80043795,-0.359218189,3.03938555,41.57134261,1.30251054,0.63530266,499.9931875,298.722875,88.56775625,31.24961875,29.25070625
2023-11-17-1144_logdata-tc-heat,group5,"12:34:04 tc-trt, 12:34:05 tc-trt",2,Testing,3,1700254045,81,2023-11-17T19:47:25Z,12:47:25,0.84595726,3.10484505,295.7263833,219.4019216,0.07098384,29.36817333,66.95612702,3.07179191,1.03646287,0.80043795,-0.359218189,3.10484505,44.04445706,1.38661644,0.62695066,500.0064667,299.1422667,88.56397333,31.29480667,29.36817333
2023-11-17-1144_logdata-tc-heat,group5,"12:34:04 tc-trt, 12:34:05 tc-trt",2,Testing,4,1700254078,114,2023-11-17T19:47:58Z,12:47:58,0.80535042,2.80948461,295.3411181,220.2563379,0.06542343,29.51678667,66.80344139,3.07510499,1.06851489,0.80043795,-0.359218189,2.80948461,45.13280228,1.43566688,0.62218039,500.0033333,298.5698667,88.56379333,31.35389333,29.51678667
2023-11-17-1144_logdata-tc-heat,group5,"12:34:04 tc-trt, 12:34:05 tc-trt",2,Testing,5,1700254121,157,2023-11-17T19:48:41Z,12:48:41,0.77773116,2.98996457,295.1278507,212.2917239,0.06259885,29.52986,66.58805096,3.06920747,1.0775361,0.80043795,-0.359218189,2.98996457,46.41301282,1.47345347,0.61855476,500.0047333,298.2824,88.56699333,31.37692667,29.52986
2023-11-17-1144_logdata-tc-heat,group5,"12:34:04 tc-trt, 12:34:05 tc-trt",2,Testing,6,1700254225,261,2023-11-17T19:50:25Z,12:50:25,0.72410104,2.73950994,295.0329851,211.9098801,0.05712883,29.60713125,66.42642584,3.06796822,1.09728017,0.80043795,-0.359218189,2.73950994,48.50269014,1.51604802,0.61451815,499.948875,297.8381875,88.562325,31.41256875,29.60713125
2023-11-17-1144_logdata-tc-heat,group5,"12:34:04 tc-trt, 12:34:05 tc-trt",2,Testing,7,1700254274,310,2023-11-17T19:51:14Z,12:51:14,0.6801246,2.64750369,294.8000523,208.1979334,0.05281336,29.66928667,66.29113699,3.06689114,1.11329435,0.80043795,-0.359218189,2.64750369,48.8055123,1.53573953,0.61266977,499.9607333,297.6296,88.56304667,31.44226,29.66928667
2023-11-17-1144_logdata-tc-heat,group6,"12:44:44 tc-shade5, 12:44:50 tc-shade5",2,shade5,1,1700254583,0,2023-11-17T19:56:23Z,12:56:23,0.53273577,0.84198666,296.3406622,257.203317,0.04089466,29.63924667,65.93007288,3.05076707,1.12219343,0.80043795,-0.359218189,0.84198666,6.07895122,0.47821893,0.73070371,499.9953333,297.0757333,88.56276,31.44560667,29.63924667
2023-11-17-1144_logdata-tc-heat,group6,"12:44:44 tc-shade5, 12:44:50 tc-shade5",2,shade5,2,1700254657,74,2023-11-17T19:57:37Z,12:57:37,0.4696405,0.97806373,296.0623072,245.5541648,0.03534478,29.7411125,65.96648185,3.05497236,1.14253233,0.80043795,-0.359218189,0.97806373,8.85742813,0.64760374,0.7088307,499.9721875,297.1495,88.5686625,31.46013125,29.7411125
2023-11-17-1144_logdata-tc-heat,group6,"12:44:44 tc-shade5, 12:44:50 tc-shade5",2,shade5,3,1700254698,115,2023-11-17T19:58:18Z,12:58:18,0.4974793,1.01851701,295.8859945,245.4371433,0.03693613,29.75886667,65.65175595,3.04301419,1.15878116,0.80043795,-0.359218189,1.01851701,10.35415985,0.73510985,0.69803604,500.0066,297.1186,88.57184,31.47527333,29.75886667
2023-11-17-1144_logdata-tc-heat,group6,"12:44:44 tc-shade5, 12:44:50 tc-shade5",2,shade5,4,1700254734,151,2023-11-17T19:58:54Z,12:58:54,0.47161772,1.12595256,296.1761189,238.0776488,0.03480038,29.786975,65.62748175,3.04341713,1.16517898,0.80043795,-0.359218189,1.12595256,11.17043426,0.80178268,0.6900295,499.97025,297.4491875,88.574025,31.4841125,29.786975
2023-11-17-1144_logdata-tc-heat,group6,"12:44:44 tc-shade5, 12:44:50 tc-shade5",2,shade5,5,1700254803,220,2023-11-17T20:00:03Z,13:00:03,0.47666314,1.22294465,296.9405267,235.2720625,0.0353536,29.73786667,65.52267951,3.03719475,1.15952594,0.80043795,-0.359218189,1.22294465,12.20323004,0.89352581,0.67930794,499.9942,297.3947333,88.57308,31.47622,29.73786667
2023-11-17-1144_logdata-tc-heat,group6,"12:44:44 tc-shade5, 12:44:50 tc-shade5",2,shade5,6,1700254847,264,2023-11-17T20:00:47Z,13:00:47,0.45627488,1.17318352,296.1139937,233.8805935,0.03357122,29.7813,65.51086533,3.03913665,1.16808563,0.80043795,-0.359218189,1.17318352,12.84184459,0.93871056,0.67414895,499.986,297.4494375,88.57028125,31.49064375,29.7813
2023-11-22-1138_logdata,group1,"11:38:27 start, 11:38:28 start",2,Reference,1,1668542095,0,2022-11-15T19:54:55Z,12:54:55,0.49192452,15.45561707,456.2272929,-443.1641528,0.02770552,30.4655681,68.3524722,2.84687394,1.52884448,0.74251629,-1.136259216,15.45561707,13.80323704,0.22006125,0.70269978,699.9891875,455.9378125,88.875375,29.60605625,29.0232375
2023-11-22-1138_logdata,group1,"11:38:27 start, 11:38:28 start",2,Reference,2,1668542155,60,2022-11-15T19:55:55Z,12:55:55,0.49624366,0.88134794,326.2434953,266.3120216,0.02765862,30.61058569,68.2800613,2.86795303,1.54422048,0.74251629,-1.136259216,0.88134794,20.13331814,0.41592313,0.67068982,700.0203125,319.7604375,88.86998125,29.75259375,29.3194625
2023-11-22-1138_logdata,group1,"11:38:27 start, 11:38:28 start",2,Reference,3,1668542213,118,2022-11-15T19:56:53Z,12:56:53,0.47598433,10.07118115,365.8190708,-255.0008532,0.02620685,30.738242,68.15402644,2.88249048,1.56199245,0.74251629,-1.136259216,10.07118115,27.74099122,0.51361277,0.65579007,700.0026875,377.76875,88.8655,29.87261875,29.48886875
2023-11-22-1138_logdata,group1,"11:38:27 start, 11:38:28 start",2,Reference,4,1668542275,180,2022-11-15T19:57:55Z,12:57:55,0.47552053,-9.13054743,338.653111,886.1358664,0.02601321,30.85793463,68.18223527,2.90346653,1.57149728,0.74251629,-1.136259216,-9.13054743,29.32225072,0.59998581,0.64315715,699.989125,358.0643125,88.86265,29.9915875,29.6269375
2023-11-22-1138_logdata,group1,"11:38:27 start, 11:38:28 start",2,Reference,5,1668542314,219,2022-11-15T19:58:34Z,12:58:34,0.48813606,5.60324797,335.88437,-8.9062608,0.02656043,30.93772976,68.13100533,2.91545078,1.57993464,0.74251629,-1.136259216,5.60324797,30.70298746,0.63330517,0.63841299,699.9705333,332.5186,88.86206,30.07640667,29.74973333
2023-11-22-1138_logdata,group1,"11:38:27 start, 11:38:28 start",2,Reference,6,1668542383,288,2022-11-15T19:59:43Z,12:59:43,0.5023279,2.16455192,313.6702549,177.7898654,0.02713766,31.03151072,68.04075139,2.92829798,1.59119211,0.74251629,-1.136259216,2.16455192,31.73086164,0.67832429,0.63211304,700.0374667,314.2472667,88.86034667,30.17612667,29.84598667
2023-11-22-1138_logdata,group2,"11:57:25 control, 11:57:26 control",2,Control,1,1668542664,0,2022-11-15T20:04:24Z,13:04:24,0.73460103,2.05399607,344.7342389,253.3974597,0.04026002,31.26280666,68.54422852,3.00583284,1.57358943,0.74251629,-1.136259216,2.05399607,35.36033099,0.75217458,0.62204345,700.0063125,349.7480625,88.85878125,30.50356875,30.200575
2023-11-22-1138_logdata,group2,"11:57:25 control, 11:57:26 control",2,Control,2,1668542695,31,2022-11-15T20:04:55Z,13:04:55,0.73392342,1.39657174,314.2155259,249.1790469,0.03986643,31.34359269,68.40002019,3.01331402,1.58720357,0.74251629,-1.136259216,1.39657174,37.04566243,0.79585143,0.61623763,700.0005333,313.5118,88.85851333,30.58383333,30.44859333
2023-11-22-1138_logdata,group2,"11:57:25 control, 11:57:26 control",2,Control,3,1668542760,96,2022-11-15T20:06:00Z,13:06:00,0.72297239,3.65430961,312.2318477,152.7578763,0.03874924,31.43211908,68.13118634,3.01591822,1.60781304,0.74251629,-1.136259216,3.65430961,39.9547842,0.84385936,0.60997985,699.9978667,314.5750667,88.85906667,30.66782,30.41810667
2023-11-22-1138_logdata,group2,"11:57:25 control, 11:57:26 control",2,Control,4,1668542817,153,2022-11-15T20:06:57Z,13:06:57,0.70401763,3.45529766,310.7476062,153.8494349,0.03727301,31.52370101,67.9206501,3.02115335,1.62670009,0.74251629,-1.136259216,3.45529766,41.56607311,0.86807318,0.60687157,699.9766875,313.644625,88.86294375,30.7523375,30.5030875
2023-11-22-1138_logdata,group2,"11:57:25 control, 11:57:26 control",2,Control,5,1668542868,204,2022-11-15T20:07:48Z,13:07:48,0.71224471,2.60049607,308.9840485,189.122278,0.03745352,31.58881099,67.79379172,3.02745522,1.63761441,0.74251629,-1.136259216,2.60049607,42.79818861,0.88230729,0.60505911,699.98825,311.6019375,88.86245625,30.8215625,30.5702625
2023-11-22-1138_logdata,group2,"11:57:25 control, 11:57:26 control",2,Control,6,1668542922,258,2022-11-15T20:08:42Z,13:08:42,0.72426037,2.05740737,310.3675224,213.7373215,0.03758487,31.66392453,67.45014439,3.02565063,1.65934926,0.74251629,-1.136259216,2.05740737,44.16840628,0.89235866,0.60378576,700.0238667,311.9911333,88.86212,30.90015333,30.64084
2023-11-22-1138_logdata,group3,"12:07:20 tret, 12:07:21 tret",2,Treatment,1,1668543270,0,2022-11-15T20:14:30Z,13:14:30,0.58417031,1.79220049,307.720124,197.6009081,0.02839979,31.98925204,66.01954358,3.00709419,1.76508493,0.74251629,-1.136259216,1.79220049,23.38341677,0.57101581,0.6473397,699.9976667,309.8680667,88.84233333,31.16831333,31.20378
2023-11-22-1138_logdata,group3,"12:07:20 tret, 12:07:21 tret",2,Treatment,2,1668543327,57,2022-11-15T20:15:27Z,13:15:27,0.562875,1.97657704,307.1308645,180.8019445,0.02696726,32.09908915,65.7479953,3.01206073,1.78986903,0.74251629,-1.136259216,1.97657704,35.17756132,0.77038646,0.61960936,699.9961875,309.3500625,88.83983125,31.26970625,31.31255
2023-11-22-1138_logdata,group3,"12:07:20 tret, 12:07:21 tret",2,Treatment,3,1668543372,102,2022-11-15T20:16:12Z,13:16:12,0.56655963,1.95157395,307.1444271,182.011622,0.0269184,32.15154113,65.53205399,3.01159505,1.80459881,0.74251629,-1.136259216,1.95157395,39.10997256,0.83277189,0.61141377,700.0409375,309.5278125,88.837175,31.3248125,31.39955
2023-11-22-1138_logdata,group3,"12:07:20 tret, 12:07:21 tret",2,Treatment,4,1668543420,150,2022-11-15T20:17:00Z,13:17:00,0.58813812,2.09102914,307.4191761,177.730298,0.02776297,32.19520213,65.33409443,3.01140924,1.81668615,0.74251629,-1.136259216,2.09102914,40.94087365,0.87530054,0.60594994,699.9956875,309.4888125,88.8362875,31.376925,31.46544375
2023-11-22-1138_logdata,group3,"12:07:20 tret, 12:07:21 tret",2,Treatment,5,1668543485,215,2022-11-15T20:18:05Z,13:18:05,0.5560207,1.97234061,306.8508642,176.2848447,0.02599583,32.26982636,65.19446384,3.01550379,1.83299267,0.74251629,-1.136259216,1.97234061,42.8750144,0.90682673,0.60196225,700.0095625,308.8803125,88.83785625,31.4384625,31.50543125
2023-11-22-1138_logdata,group3,"12:07:20 tret, 12:07:21 tret",2,Treatment,6,1668543540,270,2022-11-15T20:19:00Z,13:19:00,0.56219305,2.04195352,306.8917222,172.8677833,0.02616958,32.32278868,65.1306473,3.02215069,1.8408703,0.74251629,-1.136259216,2.04195352,44.07432696,0.9249605,0.59969223,700.0108667,309.1958,88.83671333,31.49444667,31.56686667
2023-11-29-1146_logdata-heat-level2,group1,NA,2,Reference,1,1701284216,0,2023-11-29T18:56:56Z,11:56:56,0.88704672,2.27880006,316.7348628,241.2463159,0.05433024,28.63416446,66.80853017,2.52523451,1.41218206,0.78450529,0.023539104,2.27880006,15.30971127,0.60706783,0.6937491,700.023875,319.025625,88.16945,27.9319375,27.188125
2023-11-29-1146_logdata-heat-level2,group1,NA,2,Reference,2,1701284258,42,2023-11-29T18:57:38Z,11:57:38,0.91103519,2.72505322,315.959119,227.8374132,0.05477265,28.78444377,66.39669707,2.53332726,1.43855284,0.78450529,0.023539104,2.72505322,23.70115976,0.79627727,0.66960535,699.9966,318.8038,88.17429333,28.09290667,27.45785333
2023-11-29-1146_logdata-heat-level2,group1,NA,2,Reference,3,1701284310,94,2023-11-29T18:58:30Z,11:58:30,0.9292347,2.81997716,315.4878601,224.3168728,0.05468522,28.94051262,65.90477927,2.53862196,1.46932755,0.78450529,0.023539104,2.81997716,29.84762538,0.93176423,0.65332417,699.9788125,318.5834375,88.17903125,28.25649375,27.636775
2023-11-29-1146_logdata-heat-level2,group1,NA,2,Reference,4,1701284361,145,2023-11-29T18:59:21Z,11:59:21,0.94909537,2.85244809,315.2025845,222.99773,0.05472521,29.06842985,65.37709614,2.53833683,1.49938858,0.78450529,0.023539104,2.85244809,33.17320229,1.02044766,0.64308928,700.0172,318.4068667,88.17902667,28.39279333,27.79564
2023-11-29-1146_logdata-heat-level2,group1,NA,2,Reference,5,1701284427,211,2023-11-29T19:00:27Z,12:00:27,0.89656911,2.94402231,314.794451,211.805436,0.05007175,29.25728203,64.70282943,2.53669519,1.5453428,0.78450529,0.023539104,2.94402231,36.18727116,1.09332293,0.63491577,699.9887333,317.9369333,88.17434,28.56012,27.96582
2023-11-29-1146_logdata-heat-level2,group1,NA,2,Reference,6,1701284491,275,2023-11-29T19:01:31Z,12:01:31,0.88205936,2.989579,314.352109,205.9535727,0.04813145,29.42152425,64.2149879,2.54072759,1.58019256,0.78450529,0.023539104,2.989579,37.27190584,1.14496801,0.62924806,700.0343125,317.417875,88.16909375,28.7179375,28.1255125
2023-11-29-1146_logdata-heat-level2,group2,"12:04:28 ev2cont, 12:04:29 ev2cont",2,Control,1,1701284756,0,2023-11-29T19:05:56Z,12:05:56,1.31309124,3.38563654,312.5586694,226.9204062,0.07121383,29.68785982,63.66035384,2.58449968,1.60015833,0.78450529,0.023539104,3.38563654,17.2028756,0.68197913,0.6839849,699.9573125,316.023375,88.16401875,29.16284375,28.34218125
2023-11-29-1146_logdata-heat-level2,group2,"12:04:28 ev2cont, 12:04:29 ev2cont",2,Control,2,1701284811,55,2023-11-29T19:06:51Z,12:06:51,1.37551312,3.98759836,311.9506042,215.8326851,0.07386241,29.79219817,63.38672629,2.59283053,1.61703038,0.78450529,0.023539104,3.98759836,33.76839856,0.97186513,0.64865609,700.03025,316.2150625,88.16045,29.29311875,28.6110875
2023-11-29-1146_logdata-heat-level2,group2,"12:04:28 ev2cont, 12:04:29 ev2cont",2,Control,3,1701284859,103,2023-11-29T19:07:39Z,12:07:39,1.39081586,4.11372441,311.1954455,211.9998962,0.07365631,29.88014781,63.02175813,2.59194453,1.63926324,0.78450529,0.023539104,4.11372441,40.19337935,1.07924389,0.63647861,700.0141333,315.6055333,88.15793333,29.38724,28.79517333
2023-11-29-1146_logdata-heat-level2,group2,"12:04:28 ev2cont, 12:04:29 ev2cont",2,Control,4,1701284906,150,2023-11-29T19:08:26Z,12:08:26,1.33066011,4.27515424,311.2050395,202.1680529,0.06900608,30.00172173,62.6110729,2.58946842,1.67140271,0.78450529,0.023539104,4.27515424,43.23690727,1.15103427,0.62858896,700.0035,315.7139375,88.1583625,29.48401875,28.92565
2023-11-29-1146_logdata-heat-level2,group2,"12:04:28 ev2cont, 12:04:29 ev2cont",2,Control,5,1701284980,224,2023-11-29T19:09:40Z,12:09:40,1.34121319,4.28919853,310.6351103,200.8484838,0.0687606,30.0922206,62.35214282,2.59288899,1.69018087,0.78450529,0.023539104,4.28919853,46.4392576,1.21614218,0.62160096,700.004,315.1996667,88.15238,29.57882,29.04670667
2023-11-29-1146_logdata-heat-level2,group2,"12:04:28 ev2cont, 12:04:29 ev2cont",2,Control,6,1701285041,285,2023-11-29T19:10:41Z,12:10:41,1.35009242,4.29172763,310.2329766,199.6468138,0.06830894,30.18471699,62.02733538,2.59376851,1.71209413,0.78450529,0.023539104,4.29172763,49.07825646,1.24246059,0.61882012,700.0480667,314.98,88.15173333,29.67538667,29.15507333
2023-11-29-1146_logdata-heat-level2,group3,"12:17:38 ev2treat, 12:17:39 ev2treat",2,Treatment,1,1701285490,0,2023-11-29T19:18:10Z,12:18:10,1.0922832,2.99768806,309.6242501,204.2884302,0.05047557,30.75707361,60.22752435,2.58679075,1.86247581,0.78450529,0.023539104,2.99768806,26.12971331,0.74591956,0.67586551,700.0139333,312.6223333,88.13630667,30.14081333,29.64068
2023-11-29-1146_logdata-heat-level2,group3,"12:17:38 ev2treat, 12:17:39 ev2treat",2,Treatment,2,1701285539,49,2023-11-29T19:18:59Z,12:18:59,1.09469431,3.04887441,309.4269173,201.5480687,0.05003276,30.82875761,59.92986913,2.58497977,1.88253709,0.78450529,0.023539104,3.04887441,37.15510446,1.0083716,0.64446406,699.9972,312.9152,88.13401333,30.21497333,29.87913333
2023-11-29-1146_logdata-heat-level2,group3,"12:17:38 ev2treat, 12:17:39 ev2treat",2,Treatment,3,1701285590,100,2023-11-29T19:19:50Z,12:19:50,0.99747512,2.9560679,309.3611092,192.9247733,0.04459342,30.94140687,59.45867001,2.5751978700000002,1.92113056,0.78450529,0.023539104,2.9560679,41.66685076,1.15408502,0.62825802,699.95325,312.682125,88.1316625,30.286525,29.9916375
2023-11-29-1146_logdata-heat-level2,group3,"12:17:38 ev2treat, 12:17:39 ev2treat",2,Treatment,4,1701285654,164,2023-11-29T19:20:54Z,12:20:54,0.89014615,2.93226077,309.4072969,178.7208387,0.03896525,31.05136102,59.0291945,2.56625785,1.95834881,0.78450529,0.023539104,2.93226077,45.3203566,1.24531832,0.61851966,699.9829375,312.4604375,88.12995625,30.35234375,30.0665625
2023-11-29-1146_logdata-heat-level2,group3,"12:17:38 ev2treat, 12:17:39 ev2treat",2,Treatment,5,1701285714,224,2023-11-29T19:21:54Z,12:21:54,0.83078993,2.64493211,309.3243856,180.9545435,0.03584817,31.13291251,58.71789687,2.56117339,1.98450676,0.78450529,0.023539104,2.64493211,46.08673113,1.30411803,0.61240172,699.9385333,312.3508,88.12768667,30.41003333,30.14018
