2023-07-12 07:28:57,c4:5b:be:e4:fd:71,4, 2023-07-12 07:29:02, nan, nan, nan, nan, nan
2023-07-12 07:29:23,c4:5b:be:e4:fd:71,5, 2023-07-12 07:29:29, nan, nan, nan, nan, nan
